tid,cid,pid,q
1371,136,225,1
1371,136,226,1
1371,136,294,1
1371,136,303,2
1371,136,389,2
1371,136,445,3
1371,136,454,2
1371,136,455,1
1371,136,478,1
1371,136,509,1
1371,136,513,3
1371,136,554,1
1371,136,672,1
1371,136,795,1
1371,136,811,1
1371,136,829,3
1371,136,874,1
1372,157,49,2
1372,157,120,4
1372,157,189,3
1372,157,217,2
1372,157,240,1
1372,157,271,3
1372,157,275,3
1372,157,287,2
1372,157,289,1
1372,157,315,2
1372,157,320,1
1372,157,345,2
1372,157,378,2
1372,157,402,1
1372,157,417,1
1372,157,455,1
1372,157,472,3
1372,157,476,3
1372,157,479,1
1372,157,485,3
1372,157,514,1
1372,157,524,1
1372,157,703,2
1372,157,916,1
1372,157,985,2
1372,157,989,1
1373,338,56,1
1373,338,111,2
1373,338,156,1
1373,338,165,1
1373,338,176,1
1373,338,202,1
1373,338,415,1
1373,338,460,1
1373,338,488,3
1373,338,566,4
1373,338,582,1
1373,338,610,1
1373,338,648,1
1373,338,657,2
1373,338,661,3
1373,338,677,5
1373,338,694,1
1373,338,738,1
1373,338,800,1
1373,338,925,1
1373,338,957,1
1373,338,973,2
1374,488,62,1
1374,488,84,1
1374,488,135,2
1374,488,175,1
1374,488,240,2
1374,488,334,1
1374,488,466,1
1374,488,574,1
1374,488,611,1
1374,488,676,1
1374,488,764,2
1374,488,766,2
1374,488,812,3
1374,488,960,1
1375,484,40,2
1375,484,43,1
1375,484,89,2
1375,484,167,2
1375,484,209,2
1375,484,387,1
1375,484,521,2
1375,484,552,2
1375,484,631,1
1375,484,707,4
1375,484,778,2
1375,484,896,1
1375,484,988,1
1376,228,8,1
1376,228,91,1
1376,228,94,1
1376,228,137,2
1376,228,270,2
1376,228,394,2
1376,228,470,2
1376,228,547,2
1376,228,599,3
1376,228,746,1
1376,228,825,2
1376,228,899,1
1376,228,918,3
1377,374,30,3
1377,374,94,1
1377,374,114,1
1377,374,119,2
1377,374,204,1
1377,374,301,1
1377,374,311,3
1377,374,402,3
1377,374,513,2
1377,374,521,1
1377,374,603,1
1377,374,681,3
1377,374,769,1
1377,374,835,1
1378,148,21,1
1378,148,77,2
1378,148,79,1
1378,148,159,1
1378,148,169,1
1378,148,261,1
1378,148,274,1
1378,148,281,2
1378,148,325,2
1378,148,377,1
1378,148,479,1
1378,148,539,1
1378,148,825,1
1378,148,943,1
1379,276,1,1
1379,276,196,3
1379,276,386,1
1379,276,473,2
1379,276,528,3
1379,276,694,4
1379,276,723,2
1379,276,757,2
1379,276,766,2
1379,276,989,2
1380,948,39,1
1380,948,41,2
1380,948,259,2
1380,948,268,1
1380,948,271,3
1380,948,552,2
1380,948,561,1
1380,948,626,2
1380,948,663,1
1380,948,669,3
1380,948,687,1
1380,948,807,1
1380,948,839,3
1380,948,854,1
1380,948,896,2
1380,948,974,1
1381,847,9,1
1381,847,31,2
1381,847,221,2
1381,847,274,3
1381,847,411,1
1381,847,468,1
1381,847,526,2
1381,847,538,3
1381,847,712,1
1381,847,769,1
1382,337,134,3
1382,337,149,2
1382,337,221,1
1382,337,358,1
1382,337,577,1
1382,337,741,1
1382,337,801,2
1382,337,918,1
1383,227,7,3
1383,227,66,2
1383,227,73,1
1383,227,166,1
1383,227,195,1
1383,227,217,2
1383,227,398,1
1383,227,451,1
1383,227,467,1
1383,227,667,1
1383,227,812,1
1384,323,1,3
1384,323,15,1
1384,323,50,1
1384,323,91,1
1384,323,189,3
1384,323,302,1
1384,323,303,2
1384,323,376,4
1384,323,394,3
1384,323,443,2
1384,323,500,3
1384,323,547,1
1384,323,575,2
1384,323,649,2
1384,323,984,2
1385,87,39,2
1385,87,48,1
1385,87,156,2
1385,87,173,2
1385,87,202,1
1385,87,274,1
1385,87,386,2
1385,87,405,2
1385,87,448,1
1385,87,488,1
1385,87,520,1
1385,87,626,1
1385,87,631,1
1385,87,707,3
1385,87,869,1
1385,87,880,2
1385,87,902,2
1385,87,962,1
1386,450,74,2
1386,450,124,3
1386,450,147,1
1386,450,170,2
1386,450,344,1
1386,450,381,3
1386,450,477,1
1386,450,691,1
1386,450,860,2
1386,450,869,1
1386,450,988,1
1387,693,31,1
1387,693,58,1
1387,693,64,1
1387,693,277,2
1387,693,278,3
1387,693,287,1
1387,693,420,1
1387,693,460,2
1387,693,492,1
1387,693,499,2
1387,693,507,1
1387,693,561,2
1387,693,587,1
1387,693,642,2
1387,693,716,2
1387,693,769,1
1387,693,896,1
1387,693,949,3
1387,693,960,2
1388,492,16,3
1388,492,369,2
1388,492,470,2
1388,492,511,3
1388,492,519,1
1388,492,619,1
1388,492,626,2
1388,492,896,2
1389,222,30,1
1389,222,44,1
1389,222,45,2
1389,222,58,2
1389,222,117,1
1389,222,126,4
1389,222,180,4
1389,222,206,2
1389,222,226,1
1389,222,232,2
1389,222,310,1
1389,222,326,4
1389,222,350,6
1389,222,380,2
1389,222,430,1
1389,222,445,1
1389,222,461,1
1389,222,546,2
1389,222,574,1
1389,222,582,1
1389,222,593,4
1389,222,750,3
1389,222,754,1
1389,222,775,1
1389,222,928,2
1389,222,929,1
1390,687,34,2
1390,687,129,3
1390,687,137,2
1390,687,140,1
1390,687,158,3
1390,687,227,2
1390,687,271,1
1390,687,276,1
1390,687,294,2
1390,687,430,2
1390,687,490,1
1390,687,502,1
1390,687,519,1
1390,687,585,2
1390,687,587,1
1390,687,624,2
1390,687,641,2
1390,687,680,2
1390,687,723,1
1390,687,918,2
1390,687,933,2
1391,21,14,2
1391,21,37,2
1391,21,38,2
1391,21,74,2
1391,21,109,1
1391,21,189,2
1391,21,192,1
1391,21,325,1
1391,21,432,1
1391,21,456,1
1391,21,537,2
1391,21,547,3
1391,21,576,2
1391,21,730,1
1391,21,842,1
1391,21,853,1
1391,21,981,2
1392,926,75,1
1392,926,82,2
1392,926,139,2
1392,926,189,1
1392,926,281,2
1392,926,377,1
1392,926,399,1
1392,926,459,1
1392,926,476,2
1392,926,490,2
1392,926,703,1
1392,926,749,2
1392,926,780,1
1392,926,809,2
1392,926,828,2
1392,926,871,1
1392,926,907,1
1393,506,31,1
1393,506,117,2
1393,506,139,1
1393,506,168,1
1393,506,257,2
1393,506,382,1
1393,506,482,2
1393,506,521,2
1393,506,584,1
1393,506,703,1
1393,506,746,2
1393,506,782,3
1393,506,814,1
1393,506,893,4
1393,506,908,1
1393,506,915,1
1394,599,71,1
1394,599,85,2
1394,599,144,1
1394,599,320,2
1394,599,370,2
1394,599,378,1
1394,599,432,1
1394,599,493,3
1394,599,613,2
1394,599,830,2
1394,599,842,1
1394,599,974,1
1395,655,7,1
1395,655,22,1
1395,655,179,1
1395,655,239,1
1395,655,363,3
1395,655,397,1
1395,655,454,1
1395,655,456,2
1395,655,594,1
1395,655,727,1
1395,655,761,2
1395,655,854,1
1395,655,865,4
1395,655,916,1
1396,20,34,2
1396,20,206,1
1396,20,236,2
1396,20,273,1
1396,20,382,2
1396,20,441,1
1396,20,528,1
1396,20,552,4
1396,20,572,2
1396,20,595,2
1396,20,706,3
1396,20,830,2
1397,675,3,2
1397,675,9,2
1397,675,33,2
1397,675,43,2
1397,675,143,1
1397,675,218,2
1397,675,222,1
1397,675,241,1
1397,675,259,1
1397,675,296,3
1397,675,324,2
1397,675,459,2
1397,675,579,4
1397,675,695,3
1397,675,742,1
1397,675,809,2
1397,675,860,1
1397,675,967,2
1398,497,3,1
1398,497,23,2
1398,497,276,2
1398,497,311,3
1398,497,385,1
1398,497,502,2
1398,497,577,1
1398,497,625,1
1398,497,627,3
1398,497,754,1
1399,323,17,1
1399,323,94,2
1399,323,96,2
1399,323,131,2
1399,323,168,2
1399,323,236,1
1399,323,258,3
1399,323,343,1
1399,323,424,1
1399,323,603,1
1399,323,654,2
1399,323,694,4
1399,323,753,1
1399,323,776,1
1399,323,777,3
1399,323,888,2
1399,323,897,3
1400,523,170,1
1400,523,249,2
1400,523,258,1
1400,523,270,2
1400,523,357,1
1400,523,375,2
1400,523,394,2
1400,523,436,1
1400,523,441,1
1400,523,575,3
1400,523,604,2
1400,523,672,1
1400,523,680,1
1400,523,718,2
1400,523,808,1
1400,523,821,2
1400,523,955,2
1400,523,964,1
1400,523,1000,3
1401,925,2,2
1401,925,27,2
1401,925,30,1
1401,925,56,2
1401,925,132,1
1401,925,175,1
1401,925,226,1
1401,925,474,1
1401,925,475,2
1401,925,567,1
1401,925,700,1
1401,925,722,1
1401,925,809,2
1401,925,827,1
1401,925,874,3
1401,925,876,3
1401,925,896,3
1401,925,974,1
1402,643,33,1
1402,643,96,1
1402,643,122,2
1402,643,147,1
1402,643,254,2
1402,643,274,2
1402,643,369,2
1402,643,408,1
1402,643,574,1
1402,643,648,2
1402,643,693,1
1402,643,746,3
1402,643,759,1
1402,643,856,1
1402,643,915,1
1403,11,26,1
1403,11,89,1
1403,11,177,1
1403,11,198,1
1403,11,258,3
1403,11,261,2
1403,11,355,1
1403,11,367,1
1403,11,575,2
1403,11,646,1
1403,11,658,1
1403,11,661,3
1403,11,669,1
1403,11,781,2
1403,11,793,3
1403,11,951,2
1403,11,995,1
1404,83,49,4
1404,83,50,2
1404,83,82,2
1404,83,201,1
1404,83,205,1
1404,83,261,3
1404,83,305,3
1404,83,546,1
1404,83,610,1
1404,83,768,1
1404,83,793,1
1404,83,861,1
1404,83,886,1
1404,83,892,4
1404,83,894,1
1404,83,939,1
1404,83,958,1
1404,83,969,1
1405,490,23,1
1405,490,77,1
1405,490,80,3
1405,490,200,1
1405,490,202,2
1405,490,326,1
1405,490,344,2
1405,490,409,1
1405,490,484,1
1405,490,538,1
1405,490,560,2
1405,490,629,1
1405,490,643,3
1405,490,662,2
1405,490,712,1
1405,490,800,2
1405,490,872,1
1405,490,914,2
1405,490,950,2
1406,443,191,4
1406,443,265,1
1406,443,384,1
1406,443,484,1
1406,443,569,2
1406,443,673,2
1406,443,680,3
1406,443,706,1
1406,443,774,2
1406,443,797,1
1406,443,830,3
1407,7,210,3
1407,7,232,1
1407,7,241,1
1407,7,300,3
1407,7,372,1
1407,7,407,2
1407,7,436,2
1407,7,449,2
1407,7,547,1
1407,7,576,3
1407,7,657,3
1407,7,672,1
1407,7,809,1
1407,7,915,1
1407,7,928,1
1407,7,936,1
1408,447,290,1
1408,447,390,2
1408,447,462,1
1408,447,547,3
1408,447,572,1
1408,447,585,2
1408,447,631,5
1408,447,654,1
1408,447,740,2
1408,447,892,1
1408,447,937,2
1408,447,953,1
1408,447,974,1
1409,753,72,1
1409,753,75,4
1409,753,135,1
1409,753,274,2
1409,753,297,2
1409,753,400,1
1409,753,435,1
1409,753,465,1
1409,753,584,2
1409,753,638,2
1409,753,778,3
1409,753,818,1
1409,753,880,1
1409,753,949,1
1410,20,51,2
1410,20,182,1
1410,20,209,1
1410,20,478,1
1410,20,538,4
1410,20,554,1
1410,20,601,1
1410,20,615,1
1410,20,761,2
1410,20,825,3
1410,20,905,2
1411,694,151,2
1411,694,187,1
1411,694,225,1
1411,694,301,2
1411,694,405,2
1411,694,439,2
1411,694,459,1
1411,694,553,2
1411,694,608,2
1411,694,644,1
1411,694,676,1
1411,694,678,1
1411,694,686,3
1411,694,707,2
1411,694,823,1
1411,694,845,2
1411,694,853,1
1411,694,875,2
1411,694,972,1
1411,694,997,3
1412,854,27,1
1412,854,72,1
1412,854,83,2
1412,854,169,1
1412,854,186,1
1412,854,231,2
1412,854,291,1
1412,854,409,2
1412,854,411,3
1412,854,442,2
1412,854,479,2
1412,854,543,3
1412,854,551,1
1412,854,700,1
1412,854,701,3
1412,854,733,2
1412,854,793,3
1413,693,53,2
1413,693,103,1
1413,693,209,2
1413,693,307,1
1413,693,456,2
1413,693,464,1
1413,693,544,1
1413,693,578,1
1413,693,788,1
1413,693,856,2
1413,693,892,1
1413,693,959,2
1414,52,27,1
1414,52,29,1
1414,52,177,1
1414,52,240,1
1414,52,352,1
1414,52,369,2
1414,52,461,1
1414,52,477,2
1414,52,500,3
1414,52,545,3
1414,52,649,3
1414,52,761,2
1414,52,936,2
1415,520,1,1
1415,520,41,2
1415,520,180,1
1415,520,189,1
1415,520,192,3
1415,520,297,1
1415,520,302,3
1415,520,509,1
1415,520,519,1
1415,520,676,2
1415,520,784,2
1416,529,58,1
1416,529,59,2
1416,529,105,2
1416,529,116,1
1416,529,132,1
1416,529,222,1
1416,529,440,3
1416,529,474,1
1416,529,600,3
1416,529,667,1
1416,529,738,2
1416,529,781,1
1416,529,850,1
1416,529,935,3
1417,376,36,1
1417,376,106,1
1417,376,256,2
1417,376,376,2
1417,376,425,1
1417,376,439,2
1417,376,502,2
1417,376,543,2
1417,376,571,1
1417,376,661,2
1417,376,704,2
1417,376,723,1
1417,376,872,2
1417,376,958,3
1418,910,27,1
1418,910,43,2
1418,910,51,1
1418,910,60,2
1418,910,64,2
1418,910,67,1
1418,910,191,3
1418,910,249,1
1418,910,388,3
1418,910,389,2
1418,910,444,1
1418,910,481,2
1418,910,545,1
1418,910,590,1
1418,910,614,1
1418,910,619,3
1418,910,657,2
1418,910,695,2
1418,910,779,1
1418,910,828,1
1418,910,868,1
1418,910,920,2
1418,910,1000,2
1419,433,49,1
1419,433,71,2
1419,433,104,1
1419,433,137,1
1419,433,140,4
1419,433,175,2
1419,433,177,1
1419,433,183,1
1419,433,185,2
1419,433,206,4
1419,433,308,1
1419,433,374,1
1419,433,461,1
1419,433,464,1
1419,433,556,1
1419,433,617,2
1419,433,687,3
1419,433,700,2
1419,433,708,2
1419,433,775,1
1419,433,812,1
1419,433,933,1
1420,638,38,1
1420,638,116,1
1420,638,170,1
1420,638,384,1
1420,638,430,2
1420,638,500,1
1420,638,628,2
1420,638,648,2
1420,638,735,1
1420,638,876,1
1420,638,925,2
1420,638,972,1
1421,827,102,1
1421,827,176,3
1421,827,225,2
1421,827,236,1
1421,827,253,2
1421,827,317,1
1421,827,355,3
1421,827,422,1
1421,827,423,3
1421,827,507,1
1421,827,626,2
1421,827,704,1
1421,827,766,2
1421,827,769,2
1421,827,870,6
1421,827,877,2
1421,827,918,2
1421,827,926,1
1421,827,962,2
1421,827,984,1
1422,252,52,1
1422,252,69,2
1422,252,114,1
1422,252,117,1
1422,252,118,2
1422,252,151,1
1422,252,221,2
1422,252,238,2
1422,252,250,1
1422,252,253,3
1422,252,280,2
1422,252,350,1
1422,252,364,1
1422,252,448,1
1422,252,544,1
1422,252,552,1
1422,252,566,1
1422,252,584,1
1422,252,638,1
1422,252,646,3
1422,252,685,1
1422,252,697,1
1422,252,875,2
1422,252,877,1
1422,252,892,1
1422,252,902,2
1423,243,28,2
1423,243,112,1
1423,243,194,4
1423,243,211,1
1423,243,349,2
1423,243,360,2
1423,243,407,1
1423,243,459,1
1423,243,504,2
1423,243,563,2
1423,243,705,1
1423,243,784,2
1423,243,809,1
1423,243,918,2
1423,243,942,1
1423,243,943,2
1423,243,999,3
1424,980,24,1
1424,980,146,2
1424,980,268,3
1424,980,301,1
1424,980,472,1
1424,980,482,1
1424,980,499,2
1424,980,611,4
1424,980,659,2
1424,980,675,4
1424,980,810,1
1424,980,896,1
1425,974,109,2
1425,974,134,2
1425,974,227,2
1425,974,426,1
1425,974,430,4
1425,974,539,3
1425,974,564,1
1425,974,646,2
1425,974,693,3
1426,966,30,3
1426,966,56,2
1426,966,79,3
1426,966,84,1
1426,966,129,1
1426,966,138,1
1426,966,147,2
1426,966,234,1
1426,966,264,2
1426,966,301,1
1426,966,313,1
1426,966,336,1
1426,966,425,2
1426,966,478,1
1426,966,506,1
1426,966,566,2
1426,966,590,1
1426,966,611,1
1426,966,617,2
1426,966,693,1
1426,966,722,2
1426,966,730,2
1426,966,754,2
1426,966,781,2
1426,966,805,2
1426,966,825,1
1426,966,912,1
1426,966,941,1
1426,966,947,3
1426,966,958,1
1427,605,3,2
1427,605,92,1
1427,605,96,2
1427,605,175,2
1427,605,201,2
1427,605,310,2
1427,605,468,2
1427,605,471,1
1427,605,483,1
1427,605,505,1
1427,605,519,2
1427,605,590,1
1427,605,615,2
1427,605,660,1
1427,605,678,1
1427,605,700,1
1427,605,841,3
1427,605,855,1
1427,605,861,2
1427,605,863,1
1427,605,915,1
1428,779,26,2
1428,779,27,1
1428,779,106,1
1428,779,135,2
1428,779,191,1
1428,779,199,1
1428,779,225,1
1428,779,302,1
1428,779,335,1
1428,779,366,2
1428,779,399,2
1428,779,411,2
1428,779,464,3
1428,779,506,1
1428,779,627,1
1428,779,630,2
1428,779,734,2
1428,779,737,3
1428,779,746,1
1428,779,756,2
1428,779,786,1
1428,779,800,1
1428,779,831,1
1428,779,915,2
1428,779,988,1
1429,155,78,1
1429,155,125,1
1429,155,139,2
1429,155,168,1
1429,155,256,2
1429,155,298,1
1429,155,330,3
1429,155,338,4
1429,155,476,4
1429,155,545,1
1429,155,581,2
1429,155,590,1
1429,155,621,2
1429,155,661,1
1429,155,662,1
1429,155,663,1
1429,155,712,1
1429,155,768,1
1429,155,771,3
1429,155,809,2
1429,155,834,1
1429,155,835,2
1429,155,854,1
1430,400,15,1
1430,400,59,2
1430,400,126,1
1430,400,180,2
1430,400,195,1
1430,400,263,3
1430,400,295,1
1430,400,396,1
1430,400,448,2
1430,400,460,2
1430,400,466,2
1430,400,491,1
1430,400,519,2
1430,400,575,1
1430,400,604,1
1430,400,609,1
1430,400,653,2
1430,400,668,1
1430,400,692,2
1430,400,766,1
1430,400,835,2
1430,400,975,1
1430,400,976,2
1431,792,40,2
1431,792,58,2
1431,792,64,2
1431,792,114,2
1431,792,181,1
1431,792,183,1
1431,792,208,2
1431,792,240,1
1431,792,383,2
1431,792,391,2
1431,792,410,3
1431,792,421,1
1431,792,457,1
1431,792,480,1
1431,792,925,1
1432,280,129,2
1432,280,158,4
1432,280,180,3
1432,280,225,2
1432,280,432,2
1432,280,479,1
1432,280,513,1
1432,280,615,1
1432,280,638,1
1432,280,692,1
1432,280,765,2
1433,555,258,3
1433,555,259,2
1433,555,268,1
1433,555,273,2
1433,555,297,2
1433,555,317,3
1433,555,471,1
1433,555,736,3
1433,555,896,3
1433,555,899,2
1434,992,26,2
1434,992,139,1
1434,992,177,2
1434,992,189,1
1434,992,249,3
1434,992,278,1
1434,992,387,2
1434,992,439,2
1434,992,504,2
1434,992,526,3
1434,992,647,2
1434,992,653,1
1434,992,661,1
1434,992,688,2
1434,992,814,1
1434,992,854,1
1434,992,918,1
1434,992,951,2
1435,783,36,3
1435,783,64,1
1435,783,163,1
1435,783,180,1
1435,783,222,2
1435,783,256,1
1435,783,283,1
1435,783,294,1
1435,783,454,4
1435,783,461,1
1435,783,838,1
1435,783,875,2
1435,783,911,2
1435,783,985,1
1435,783,999,3
1436,257,1,2
1436,257,108,1
1436,257,170,1
1436,257,187,2
1436,257,270,3
1436,257,289,2
1436,257,405,3
1436,257,551,1
1436,257,637,1
1436,257,750,1
1436,257,764,1
1436,257,786,2
1436,257,854,1
1436,257,937,1
1436,257,984,3
1436,257,994,1
1437,233,34,2
1437,233,49,1
1437,233,132,3
1437,233,199,3
1437,233,274,2
1437,233,585,2
1437,233,660,1
1437,233,683,1
1437,233,809,1
1438,474,26,1
1438,474,38,1
1438,474,71,2
1438,474,117,1
1438,474,253,1
1438,474,296,2
1438,474,369,1
1438,474,436,2
1438,474,479,1
1438,474,536,2
1438,474,550,2
1438,474,591,4
1438,474,761,1
1438,474,797,2
1438,474,874,1
1438,474,926,2
1438,474,927,1
1438,474,945,2
1439,28,50,2
1439,28,123,1
1439,28,137,2
1439,28,169,1
1439,28,191,3
1439,28,209,1
1439,28,261,3
1439,28,381,1
1439,28,585,2
1439,28,617,2
1439,28,778,1
1439,28,793,1
1440,854,26,3
1440,854,108,1
1440,854,216,1
1440,854,279,2
1440,854,375,1
1440,854,461,2
1440,854,507,1
1440,854,559,2
1440,854,685,2
1440,854,720,2
1440,854,776,1
1440,854,817,1
1440,854,870,1
1440,854,876,5
1440,854,896,2
1440,854,969,2
1441,289,74,2
1441,289,75,1
1441,289,138,3
1441,289,169,2
1441,289,193,1
1441,289,204,1
1441,289,355,1
1441,289,378,1
1441,289,380,1
1441,289,405,2
1441,289,441,2
1441,289,474,2
1441,289,532,1
1441,289,555,1
1441,289,620,2
1441,289,693,2
1441,289,758,2
1441,289,785,1
1441,289,861,1
1441,289,892,1
1441,289,903,3
1441,289,920,1
1442,642,88,2
1442,642,132,3
1442,642,430,1
1442,642,538,2
1442,642,551,1
1442,642,656,1
1442,642,792,2
1442,642,808,1
1443,380,23,2
1443,380,91,3
1443,380,147,2
1443,380,183,1
1443,380,225,1
1443,380,236,2
1443,380,245,1
1443,380,250,1
1443,380,271,1
1443,380,320,3
1443,380,356,1
1443,380,423,2
1443,380,477,2
1443,380,478,2
1443,380,513,1
1443,380,556,1
1443,380,779,2
1443,380,874,1
1443,380,915,1
1444,525,1,1
1444,525,21,1
1444,525,37,2
1444,525,52,1
1444,525,61,1
1444,525,88,1
1444,525,92,1
1444,525,111,3
1444,525,249,2
1444,525,272,2
1444,525,304,1
1444,525,343,2
1444,525,442,3
1444,525,465,3
1444,525,519,1
1444,525,598,1
1444,525,624,2
1444,525,649,1
1444,525,651,2
1444,525,708,2
1444,525,792,2
1444,525,804,1
1444,525,836,3
1444,525,859,1
1444,525,870,1
1444,525,896,2
1444,525,918,2
1444,525,924,2
1445,404,73,1
1445,404,171,1
1445,404,240,2
1445,404,317,1
1445,404,384,2
1445,404,517,2
1445,404,665,1
1445,404,750,1
1446,919,23,1
1446,919,27,1
1446,919,80,1
1446,919,92,1
1446,919,94,2
1446,919,117,6
1446,919,134,1
1446,919,175,1
1446,919,216,1
1446,919,476,2
1446,919,513,1
1446,919,667,3
1446,919,853,1
1446,919,884,1
1446,919,929,1
1447,925,88,1
1447,925,258,1
1447,925,301,1
1447,925,387,1
1447,925,426,2
1447,925,491,1
1447,925,615,2
1447,925,688,3
1447,925,750,2
1447,925,763,2
1447,925,888,1
1447,925,899,1
1448,830,1,1
1448,830,29,1
1448,830,50,2
1448,830,71,3
1448,830,109,1
1448,830,133,2
1448,830,139,4
1448,830,144,3
1448,830,193,2
1448,830,291,4
1448,830,332,2
1448,830,396,2
1448,830,423,2
1448,830,436,1
1448,830,446,2
1448,830,460,2
1448,830,577,2
1448,830,620,1
1448,830,657,3
1448,830,706,1
1448,830,794,2
1448,830,830,1
1448,830,836,3
1448,830,876,1
1448,830,892,4
1448,830,964,3
1448,830,991,2
1449,713,197,2
1449,713,230,1
1449,713,374,2
1449,713,379,1
1449,713,388,3
1449,713,398,1
1449,713,409,2
1449,713,416,2
1449,713,647,1
1449,713,789,1
1449,713,797,1
1449,713,878,1
1449,713,903,1
1449,713,959,3
1449,713,984,3
1450,653,41,1
1450,653,56,1
1450,653,181,1
1450,653,287,3
1450,653,319,1
1450,653,425,2
1450,653,545,2
1450,653,596,1
1450,653,608,1
1450,653,658,2
1450,653,685,1
1450,653,693,2
1450,653,711,2
1450,653,769,2
1450,653,774,1
1450,653,812,1
1450,653,885,2
1451,548,43,2
1451,548,51,1
1451,548,59,1
1451,548,65,2
1451,548,79,2
1451,548,168,1
1451,548,202,2
1451,548,326,1
1451,548,401,3
1451,548,423,1
1451,548,435,2
1451,548,455,1
1451,548,594,3
1451,548,620,1
1451,548,767,1
1451,548,769,3
1452,775,230,1
1452,775,240,3
1452,775,252,2
1452,775,305,3
1452,775,408,3
1452,775,424,1
1452,775,494,1
1452,775,527,1
1452,775,618,3
1452,775,632,2
1452,775,698,1
1452,775,704,1
1452,775,771,2
1452,775,830,1
1453,626,59,3
1453,626,66,1
1453,626,72,1
1453,626,90,3
1453,626,95,1
1453,626,151,1
1453,626,201,2
1453,626,249,1
1453,626,271,2
1453,626,283,1
1453,626,284,2
1453,626,315,3
1453,626,325,2
1453,626,547,2
1453,626,569,1
1453,626,585,3
1453,626,593,1
1453,626,661,1
1453,626,941,2
1454,433,35,3
1454,433,114,1
1454,433,120,2
1454,433,180,2
1454,433,181,3
1454,433,249,1
1454,433,290,1
1454,433,332,2
1454,433,338,1
1454,433,381,1
1454,433,443,1
1454,433,494,1
1454,433,565,3
1454,433,603,1
1454,433,645,1
1454,433,716,1
1454,433,724,2
1454,433,814,2
1454,433,868,3
1454,433,925,1
1454,433,984,2
1454,433,993,3
1455,688,1,1
1455,688,27,2
1455,688,30,1
1455,688,50,2
1455,688,64,1
1455,688,158,2
1455,688,206,1
1455,688,221,1
1455,688,227,2
1455,688,279,1
1455,688,280,1
1455,688,455,1
1455,688,532,1
1455,688,581,1
1455,688,669,3
1455,688,809,1
1455,688,922,1
1455,688,957,1
1456,523,62,2
1456,523,477,3
1456,523,507,1
1456,523,571,1
1456,523,585,1
1456,523,711,2
1456,523,761,2
1456,523,920,2
1456,523,955,2
1457,747,69,3
1457,747,102,1
1457,747,108,1
1457,747,134,2
1457,747,196,3
1457,747,216,1
1457,747,254,1
1457,747,290,1
1457,747,330,2
1457,747,352,2
1457,747,438,2
1457,747,528,1
1457,747,554,1
1457,747,637,2
1457,747,643,2
1457,747,645,1
1457,747,673,1
1457,747,794,1
1457,747,800,2
1457,747,825,2
1457,747,841,1
1457,747,923,1
1457,747,979,3
1458,906,62,1
1458,906,84,1
1458,906,100,2
1458,906,137,2
1458,906,169,2
1458,906,209,1
1458,906,239,2
1458,906,345,3
1458,906,587,2
1459,420,62,2
1459,420,190,3
1459,420,261,1
1459,420,427,1
1459,420,637,1
1459,420,688,1
1459,420,718,2
1459,420,738,2
1459,420,782,1
1459,420,853,3
1459,420,969,2
1460,455,33,2
1460,455,82,3
1460,455,103,1
1460,455,148,2
1460,455,264,1
1460,455,363,2
1460,455,377,2
1460,455,384,2
1460,455,457,3
1460,455,550,1
1460,455,664,1
1460,455,672,1
1460,455,775,2
1460,455,830,1
1460,455,996,1
1461,533,58,1
1461,533,85,1
1461,533,156,1
1461,533,181,1
1461,533,186,1
1461,533,201,1
1461,533,250,1
1461,533,468,1
1461,533,505,1
1461,533,544,3
1461,533,547,2
1461,533,551,2
1461,533,553,1
1461,533,575,2
1461,533,577,1
1461,533,584,1
1461,533,617,2
1461,533,633,2
1461,533,737,1
1461,533,880,2
1461,533,992,1
1462,681,65,2
1462,681,71,1
1462,681,95,1
1462,681,105,1
1462,681,122,1
1462,681,132,2
1462,681,175,3
1462,681,209,2
1462,681,217,1
1462,681,268,2
1462,681,313,1
1462,681,354,1
1462,681,451,2
1462,681,610,1
1462,681,627,1
1462,681,631,1
1462,681,698,1
1462,681,705,1
1462,681,808,2
1462,681,822,5
1462,681,934,1
1462,681,942,2
1462,681,966,1
1463,829,5,1
1463,829,132,2
1463,829,133,2
1463,829,187,1
1463,829,283,1
1463,829,330,1
1463,829,423,3
1463,829,465,3
1463,829,521,3
1463,829,688,1
1463,829,724,3
1463,829,726,2
1463,829,849,2
1463,829,858,1
1463,829,893,1
1463,829,984,2
1463,829,992,2
1464,997,8,3
1464,997,45,1
1464,997,60,1
1464,997,107,1
1464,997,114,2
1464,997,120,2
1464,997,577,1
1464,997,705,2
1464,997,741,1
1464,997,753,1
1464,997,846,1
1464,997,854,1
1464,997,896,1
1464,997,916,1
1464,997,942,1
1464,997,951,1
1465,256,78,2
1465,256,229,1
1465,256,259,2
1465,256,415,1
1465,256,432,1
1465,256,471,2
1465,256,574,2
1465,256,577,1
1465,256,663,1
1465,256,698,2
1465,256,752,3
1465,256,870,1
1466,720,30,1
1466,720,112,2
1466,720,228,3
1466,720,317,1
1466,720,337,1
1466,720,378,1
1466,720,442,4
1466,720,474,3
1466,720,483,1
1466,720,674,1
1466,720,724,5
1466,720,798,3
1467,612,40,2
1467,612,64,2
1467,612,133,2
1467,612,228,1
1467,612,425,3
1467,612,554,1
1467,612,557,2
1467,612,657,2
1467,612,778,2
1467,612,862,3
1467,612,996,2
1468,769,1,4
